Date,Close,High,Low,Open,Volume
2013-01-02,15.289294242858887,15.289294242858888,15.053304246052829,15.124816655627402,47623000
2013-01-03,15.24638843536377,15.360807753288814,15.117666361701628,15.303598094326292,41054100
2013-01-04,15.131972312927246,15.296449946679768,15.053308503747282,15.274997172529703,30142500
2013-01-07,15.196331024169922,15.339355861756484,15.146272740210405,15.217785159003688,36352100
2013-01-08,15.081910133361816,15.418016693602139,15.031851854601108,15.182026690883232,48672000
2013-01-09,15.339351654052734,15.353653042699657,15.160571338103335,15.174872726750257,34290000
2013-01-10,15.589649200439453,15.603951958755783,15.39656741911343,15.453777088392641,44621600
2013-01-11,15.732667922973633,15.782726193581766,15.568190358408174,15.589643123534188,44944700
2013-01-14,15.732667922973633,15.82563308781937,15.553887605667114,15.718365170232573,35724500
2013-01-15,15.646859169006348,15.825639559421798,15.575348104029073,15.696918824071025,33990300
2013-01-16,15.811331748962402,15.875692772514709,15.625400054698577,15.668306949071589,36763700
2013-01-17,16.21895408630371,16.490699626796534,15.811335093571536,15.818486471477383,101020600
2013-01-18,15.196331024169922,15.332204483478561,15.039004794013453,15.274994821241124,143760400
2013-01-22,15.139116287231445,15.224931433814941,15.038999752871936,15.217780057934194,51127400
2013-01-23,15.096217155456543,15.174879602606664,15.046158862546598,15.160578207479666,42432300
2013-01-24,14.981794357299805,15.146271957231608,14.967491601483333,15.089062297951596,58396800
2013-01-25,14.98894214630127,15.067605927629334,14.931732495513312,15.04615316107489,107632800
2013-01-28,15.053306579589844,15.081912093448356,15.010399672788052,15.024702429717308,105398300
2013-01-29,15.217782974243164,15.23208436475987,15.024699880417307,15.081909534441367,105703100
2013-01-30,15.282142639160156,15.346502300695377,15.174873353968337,15.224932990251142,34151300
2013-01-31,15.04615306854248,15.246386163076082,15.031850314937037,15.232083409470636,36534100
2013-02-01,15.274991035461426,15.274991035461426,15.081907961769385,15.153420362838911,31867100
2013-02-04,15.131972312927246,15.289298567301032,15.12482093354851,15.232088896257277,38345600
2013-02-05,15.309062957763672,15.41748380623549,15.222325451798687,15.280149996226715,30076500
2013-02-06,15.171725273132324,15.323515525144707,15.113900743471781,15.294602570991668,32361000
2013-02-07,15.041622161865234,15.15727123983219,14.962114282416552,15.15727123983219,41015200
2013-02-08,15.178951263427734,15.244004021991193,15.092213792461344,15.10667026739663,28150100
2013-02-11,15.200636863708496,15.222320198732632,15.12112762556557,15.178952150038949,18897200
2013-02-12,15.316286087036133,15.359654136223575,15.171724084884094,15.200637036772672,28391400
2013-02-13,15.359655380249023,15.395795194391395,15.287374373318745,15.337970664576279,21267200
2013-02-14,15.345198631286621,15.381339823434272,15.222321335275636,15.272917625636833,35262200
2013-02-15,15.265690803527832,15.395794959643926,15.17172508235755,15.345198669157858,33809100
2013-02-19,15.244004249572754,15.330740343188719,15.222319536846088,15.309057009107404,31061600
2013-02-20,14.983796119689941,15.251235447312299,14.962112781400034,15.24400720833379,46119800
2013-02-21,14.636849403381348,15.005481331570653,14.542885050852622,14.998253092353727,60754500
2013-02-22,14.759720802307129,14.81031707791888,14.528422754570482,14.687439817728148,34534800
2013-02-25,14.622392654418945,14.925971802685059,14.622392654418945,14.868147268665115,41525600
2013-02-26,14.875371932983398,15.070530205393494,14.752494655389482,14.810319175513365,67247100
2013-02-27,15.128355026245117,15.207864259987966,14.824775944898732,14.88982870366191,46966600
2013-02-28,15.092216491699219,15.236778509616293,15.048848437782327,15.113901207980453,34808000
